Time [s], Analyzer Name,Device, Decoded Protocol Result
5.534661400000000,I2C,0x1D,0x0E + ACK
5.534687680000000,I2C,0x1D,0xFB + ACK
5.534713680000000,I2C,0x1D,0xFA + ACK
5.534739940000000,I2C,0x1D,0x0E + NAK
5.534868060000000,I2C,0x18,Setup Write to [0x18] + ACK
5.534891580000000,I2C,0x18,0x2E + ACK
5.534924460000000,I2C,0x18,Setup Read to [0x18] + ACK
5.534947960000000,I2C,0x18,0x10 + NAK
6.535017820000000,I2C,0x1D,Setup Write to [0x1D] + ACK
6.535041320000000,I2C,0x1D,0x00 + ACK
6.535074460000000,I2C,0x1D,Setup Read to [0x1D] + ACK
6.535097960000000,I2C,0x1D,0x20 + NAK
6.535139840000000,I2C,0x1D,Setup Write to [0x1D] + ACK
6.535163340000000,I2C,0x1D,0x81 + ACK
6.535196220000000,I2C,0x1D,Setup Read to [0x1D] + ACK
6.535219740000000,I2C,0x1D,0xFB + ACK
6.535248740000000,I2C,0x1D,0xFA + ACK
6.535275000000000,I2C,0x1D,0x0E + ACK
6.535301260000000,I2C,0x1D,0xFB + ACK
6.535327540000000,I2C,0x1D,0xFA + ACK
6.535353800000000,I2C,0x1D,0x0E + ACK
6.535380060000000,I2C,0x1D,0xFB + ACK
6.535406060000000,I2C,0x1D,0xFA + ACK
6.535432340000000,I2C,0x1D,0x0E + ACK
6.535458600000000,I2C,0x1D,0xFB + ACK
6.535484860000000,I2C,0x1D,0xFA + ACK
6.535511120000000,I2C,0x1D,0x0E + ACK
6.535537380000000,I2C,0x1D,0xFB + ACK
6.535563640000000,I2C,0x1D,0xFA + ACK
6.535589660000000,I2C,0x1D,0x0E + ACK
6.535615920000000,I2C,0x1D,0xFB + ACK
6.535642180000000,I2C,0x1D,0xF9 + ACK
6.535668440000000,I2C,0x1D,0x0E + ACK
6.535694700000000,I2C,0x1D,0xFB + ACK
6.535720960000000,I2C,0x1D,0xFA + ACK
6.535747220000000,I2C,0x1D,0x0E + ACK
6.535773480000000,I2C,0x1D,0xFB + ACK
6.535799500000000,I2C,0x1D,0xFA + ACK
6.535825760000000,I2C,0x1D,0x0E + ACK
6.535852020000000,I2C,0x1D,0xFB + ACK
6.535878280000000,I2C,0x1D,0xFA + ACK
6.535904540000000,I2C,0x1D,0x0E + ACK
6.535930800000000,I2C,0x1D,0xFB + ACK
6.535957060000000,I2C,0x1D,0xFA + ACK
6.535983080000000,I2C,0x1D,0x0E + ACK
6.536009600000000,I2C,0x1D,0xFB + ACK
6.536035860000000,I2C,0x1D,0xFA + ACK
6.536062120000000,I2C,0x1D,0x0E + ACK
6.536095620000000,I2C,0x1D,0xFB + ACK
6.536121880000000,I2C,0x1D,0xFA + ACK
6.536148160000000,I2C,0x1D,0x0E + ACK
6.536174420000000,I2C,0x1D,0xFB + ACK
6.536200680000000,I2C,0x1D,0xFA + ACK
6.536226940000000,I2C,0x1D,0x0E + ACK
6.536253200000000,I2C,0x1D,0xFB + ACK
6.536279200000000,I2C,0x1D,0xFA + ACK
6.536305480000000,I2C,0x1D,0x0E + ACK
6.536331740000000,I2C,0x1D,0xFB + ACK
6.536358000000000,I2C,0x1D,0xFA + ACK
6.536384260000000,I2C,0x1D,0x0E + ACK
6.536410520000000,I2C,0x1D,0xFB + ACK
6.536436780000000,I2C,0x1D,0xFA + ACK
6.536462800000000,I2C,0x1D,0x0E + ACK
6.536489060000000,I2C,0x1D,0xFB + ACK
6.536515320000000,I2C,0x1D,0xFA + ACK
6.536541580000000,I2C,0x1D,0x0E + ACK
6.536567840000000,I2C,0x1D,0xFB + ACK
6.536594100000000,I2C,0x1D,0xFA + ACK
6.536620360000000,I2C,0x1D,0x0E + ACK
6.536646620000000,I2C,0x1D,0xFB + ACK
6.536672640000000,I2C,0x1D,0xFA + ACK
6.536698900000000,I2C,0x1D,0x0E + ACK
6.536725160000000,I2C,0x1D,0xFB + ACK
6.536751420000000,I2C,0x1D,0xF9 + ACK
6.536777680000000,I2C,0x1D,0x0E + ACK
6.536803940000000,I2C,0x1D,0xFB + ACK
6.536829960000000,I2C,0x1D,0xFA + ACK
6.536856220000000,I2C,0x1D,0x0E + ACK
6.536882480000000,I2C,0x1D,0xFB + ACK
6.536908740000000,I2C,0x1D,0xFA + ACK
6.536935000000000,I2C,0x1D,0x0E + ACK
6.536961260000000,I2C,0x1D,0xFB + ACK
6.536987540000000,I2C,0x1D,0xFA + ACK
6.538010520000000,I2C,0x1D,0x0E + ACK
6.538036780000000,I2C,0x1D,0xFB + ACK
6.538062800000000,I2C,0x1D,0xFA + ACK
6.538089060000000,I2C,0x1D,0x0E + ACK
6.538115320000000,I2C,0x1D,0xFB + ACK
6.538141580000000,I2C,0x1D,0xFA + ACK
6.538167840000000,I2C,0x1D,0x0E + ACK
6.538194100000000,I2C,0x1D,0xFB + ACK
6.538220120000000,I2C,0x1D,0xFA + ACK
6.538246380000000,I2C,0x1D,0x0E + ACK
6.538272640000000,I2C,0x1D,0xFB + ACK
6.538298900000000,I2C,0x1D,0xFA + ACK
6.538325160000000,I2C,0x1D,0x0E + ACK
6.538351420000000,I2C,0x1D,0xFB + ACK
6.538377680000000,I2C,0x1D,0xFA + ACK
6.538403960000000,I2C,0x1D,0x0E + ACK
6.538429960000000,I2C,0x1D,0xFB + ACK
6.538456220000000,I2C,0x1D,0xFA + ACK
6.538482480000000,I2C,0x1D,0x0E + ACK
6.538508740000000,I2C,0x1D,0xFB + ACK
6.538535000000000,I2C,0x1D,0xFA + ACK
6.538561280000000,I2C,0x1D,0x0E + ACK
6.538587540000000,I2C,0x1D,0xFB + ACK
6.538613540000000,I2C,0x1D,0xFA + ACK
6.538639800000000,I2C,0x1D,0x0E + ACK
6.538666060000000,I2C,0x1D,0xFB + ACK
6.538692320000000,I2C,0x1D,0xFA + ACK
6.538718600000000,I2C,0x1D,0x0E + NAK
6.538846460000000,I2C,0x18,Setup Write to [0x18] + ACK
6.538869980000000,I2C,0x18,0x2E + ACK
6.539014340000000,I2C,0x18,Setup Read to [0x18] + ACK
6.539037860000000,I2C,0x18,0x10 + NAK
7.539989260000000,I2C,0x1D,Setup Write to [0x1D] + ACK
7.540012780000000,I2C,0x1D,0x00 + ACK
7.540985860000000,I2C,0x1D,Setup Read to [0x1D] + ACK
7.541009360000000,I2C,0x1D,0x20 + NAK
7.541996700000000,I2C,0x1D,Setup Write to [0x1D] + ACK
7.542020200000000,I2C,0x1D,0x81 + ACK
7.542985780000000,I2C,0x1D,Setup Read to [0x1D] + ACK
7.543009300000000,I2C,0x1D,0xFB + ACK
7.543981760000000,I2C,0x1D,0xFA + ACK
7.544008020000000,I2C,0x1D,0x0E + ACK
7.544034280000000,I2C,0x1D,0xFB + ACK
7.544060800000000,I2C,0x1D,0xFA + ACK
7.544087060000000,I2C,0x1D,0x0E + ACK
7.544113320000000,I2C,0x1D,0xFB + ACK
7.544139580000000,I2C,0x1D,0xFA + ACK
7.544165840000000,I2C,0x1D,0x0E + ACK
7.544192100000000,I2C,0x1D,0xFB + ACK
7.544218360000000,I2C,0x1D,0xFA + ACK
7.544244620000000,I2C,0x1D,0x0E + ACK
7.544270880000000,I2C,0x1D,0xFB + ACK
7.544296900000000,I2C,0x1D,0xFA + ACK
7.544323400000000,I2C,0x1D,0x0E + ACK
7.544349660000000,I2C,0x1D,0xFB + ACK
7.544375920000000,I2C,0x1D,0xFA + ACK
7.544402200000000,I2C,0x1D,0x0E + ACK
7.544428460000000,I2C,0x1D,0xFB + ACK
7.544454720000000,I2C,0x1D,0xFA + ACK
7.544480980000000,I2C,0x1D,0x0E + ACK
7.544507240000000,I2C,0x1D,0xFB + ACK
7.544533500000000,I2C,0x1D,0xFA + ACK
7.544559500000000,I2C,0x1D,0x0E + ACK
7.544586020000000,I2C,0x1D,0xFB + ACK
7.544612280000000,I2C,0x1D,0xFA + ACK
7.544638540000000,I2C,0x1D,0x0E + ACK
7.544664800000000,I2C,0x1D,0xFB + ACK
7.544690820000000,I2C,0x1D,0xFA + ACK
7.544717080000000,I2C,0x1D,0x0E + ACK
7.544743340000000,I2C,0x1D,0xFB + ACK
7.544769600000000,I2C,0x1D,0xFA + ACK
7.544795860000000,I2C,0x1D,0x0E + ACK
7.544822120000000,I2C,0x1D,0xFB + ACK
7.544848380000000,I2C,0x1D,0xFA + ACK
7.544874640000000,I2C,0x1D,0x0E + ACK
7.544900900000000,I2C,0x1D,0xFB + ACK
7.544927420000000,I2C,0x1D,0xF9 + ACK
7.544953680000000,I2C,0x1D,0x0E + ACK
7.545992880000000,I2C,0x1D,0xFB + ACK
7.546019160000000,I2C,0x1D,0xFA + ACK
7.546045420000000,I2C,0x1D,0x0E + ACK
7.546071680000000,I2C,0x1D,0xFB + ACK
7.546097940000000,I2C,0x1D,0xFA + ACK
7.546124200000000,I2C,0x1D,0x0E + ACK
7.546150460000000,I2C,0x1D,0xFB + ACK
7.546176720000000,I2C,0x1D,0xFA + ACK
7.546202980000000,I2C,0x1D,0x0E + ACK
7.546229240000000,I2C,0x1D,0xFB + ACK
7.546255500000000,I2C,0x1D,0xFA + ACK
7.546281760000000,I2C,0x1D,0x0E + ACK
7.546308020000000,I2C,0x1D,0xFB + ACK
7.546334280000000,I2C,0x1D,0xFA + ACK
7.546360540000000,I2C,0x1D,0x0E + ACK
7.546386800000000,I2C,0x1D,0xFB + ACK
7.546413060000000,I2C,0x1D,0xFA + ACK
7.546439320000000,I2C,0x1D,0x0E + ACK
7.546465600000000,I2C,0x1D,0xFB + ACK
7.546491600000000,I2C,0x1D,0xFA + ACK
7.546518120000000,I2C,0x1D,0x0E + ACK
7.546544380000000,I2C,0x1D,0xFB + ACK
7.546570640000000,I2C,0x1D,0xFA + ACK
7.546596640000000,I2C,0x1D,0x0E + ACK
7.546622900000000,I2C,0x1D,0xFB + ACK
7.546649160000000,I2C,0x1D,0xFA + ACK
7.546675440000000,I2C,0x1D,0x0E + ACK
7.546701700000000,I2C,0x1D,0xFB + ACK
7.546727960000000,I2C,0x1D,0xFA + ACK
7.546754220000000,I2C,0x1D,0x0E + ACK
7.546780720000000,I2C,0x1D,0xFB + ACK
7.546806740000000,I2C,0x1D,0xFA + ACK
7.546833000000000,I2C,0x1D,0x0E + ACK
7.546859260000000,I2C,0x1D,0xFB + ACK
7.546885520000000,I2C,0x1D,0xFA + ACK
7.546911780000000,I2C,0x1D,0x0E + ACK
7.546938040000000,I2C,0x1D,0xFB + ACK
7.546964300000000,I2C,0x1D,0xFA + ACK
7.547984020000000,I2C,0x1D,0x0E + ACK
7.548010280000000,I2C,0x1D,0xFB + ACK
7.548036540000000,I2C,0x1D,0xFA + ACK
7.548062800000000,I2C,0x1D,0x0E + ACK
7.548089060000000,I2C,0x1D,0xFB + ACK
7.548115320000000,I2C,0x1D,0xFA + ACK
7.548141840000000,I2C,0x1D,0x0E + ACK
7.548168100000000,I2C,0x1D,0xFB + ACK
7.548194360000000,I2C,0x1D,0xFA + ACK
7.548220380000000,I2C,0x1D,0x0E + ACK
7.548246640000000,I2C,0x1D,0xFB + ACK
7.548272900000000,I2C,0x1D,0xFA + ACK
7.548299160000000,I2C,0x1D,0x0E + ACK
7.548325420000000,I2C,0x1D,0xFB + ACK
7.548351680000000,I2C,0x1D,0xFA + ACK
7.548377940000000,I2C,0x1D,0x0E + ACK
7.548404200000000,I2C,0x1D,0xFB + ACK
7.548430460000000,I2C,0x1D,0xFA + ACK
7.548456720000000,I2C,0x1D,0x0E + NAK
7.548584840000000,I2C,0x18,Setup Write to [0x18] + ACK
7.548608360000000,I2C,0x18,0x2E + ACK
7.548985460000000,I2C,0x18,Setup Read to [0x18] + ACK
7.549008960000000,I2C,0x18,0x10 + NAK
7.796059100000000,I2C,0x18,Setup Write to [0x18] + ACK
7.796082620000000,I2C,0x18,0x41 + ACK
7.796111880000000,I2C,0x18,0x82 + ACK
7.796147500000000,I2C,0x18,Setup Write to [0x18] + ACK
7.796171020000000,I2C,0x18,0x42 + ACK
7.796200280000000,I2C,0x18,0x82 + ACK
7.796235660000000,I2C,0x18,Setup Write to [0x18] + ACK
7.796259160000000,I2C,0x18,0x26 + ACK
7.796292540000000,I2C,0x18,Setup Read to [0x18] + ACK
7.796316040000000,I2C,0x18,0x00 + NAK
7.806315940000000,I2C,0x18,Setup Write to [0x18] + ACK
7.806339460000000,I2C,0x18,0x26 + ACK
7.806789300000000,I2C,0x18,Setup Read to [0x18] + ACK
7.806812820000000,I2C,0x18,0x00 + NAK
7.815973760000000,I2C,0x18,Setup Write to [0x18] + ACK
7.815997260000000,I2C,0x18,0x26 + ACK
7.816030640000000,I2C,0x18,Setup Read to [0x18] + ACK
7.816054160000000,I2C,0x18,0x00 + NAK
7.825973300000000,I2C,0x18,Setup Write to [0x18] + ACK
7.825996820000000,I2C,0x18,0x26 + ACK
7.826030180000000,I2C,0x18,Setup Read to [0x18] + ACK
7.826053700000000,I2C,0x18,0x00 + NAK
7.835972840000000,I2C,0x18,Setup Write to [0x18] + ACK
7.835996360000000,I2C,0x18,0x26 + ACK
7.836029480000000,I2C,0x18,Setup Read to [0x18] + ACK
7.836053000000000,I2C,0x18,0x00 + NAK
7.845972640000000,I2C,0x18,Setup Write to [0x18] + ACK
7.845996140000000,I2C,0x18,0x26 + ACK
7.846029280000000,I2C,0x18,Setup Read to [0x18] + ACK
7.846052780000000,I2C,0x18,0x11 + NAK
7.846087160000000,I2C,0x18,Setup Write to [0x18] + ACK
7.846110680000000,I2C,0x18,0x40 + ACK
7.846139680000000,I2C,0x18,0x0C + ACK
7.846176300000000,I2C,0x18,Setup Write to [0x18] + ACK
7.846199820000000,I2C,0x18,0x41 + ACK
7.846228840000000,I2C,0x18,0xDC + ACK
7.846264460000000,I2C,0x18,Setup Write to [0x18] + ACK
7.846287960000000,I2C,0x18,0x42 + ACK
7.846316980000000,I2C,0x18,0xDC + ACK
7.846352860000000,I2C,0x18,Setup Write to [0x18] + ACK
7.846376360000000,I2C,0x18,0x26 + ACK
7.846409240000000,I2C,0x18,Setup Read to [0x18] + ACK
7.846432760000000,I2C,0x18,0x00 + NAK
7.855972400000000,I2C,0x18,Setup Write to [0x18] + ACK
7.855995920000000,I2C,0x18,0x26 + ACK
7.856028800000000,I2C,0x18,Setup Read to [0x18] + ACK
7.856052300000000,I2C,0x18,0x11 + NAK
8.855945900000000,I2C,0x1D,Setup Write to [0x1D] + ACK
8.855969399999999,I2C,0x1D,0x00 + ACK
8.856058279999999,I2C,0x1D,Setup Read to [0x1D] + ACK
8.856081780000000,I2C,0x1D,0x20 + NAK
8.856123660000000,I2C,0x1D,Setup Write to [0x1D] + ACK
8.856147160000001,I2C,0x1D,0x81 + ACK
8.856330540000000,I2C,0x1D,Setup Read to [0x1D] + ACK
8.856354039999999,I2C,0x1D,0xFB + ACK
8.856383060000001,I2C,0x1D,0xFA + ACK
8.856409319999999,I2C,0x1D,0x0E + ACK
8.856435579999999,I2C,0x1D,0xFB + ACK
8.856461840000000,I2C,0x1D,0xFA + ACK
8.856488100000000,I2C,0x1D,0x0E + ACK
8.856514360000000,I2C,0x1D,0xFB + ACK
8.856540620000001,I2C,0x1D,0xFA + ACK
8.856566880000001,I2C,0x1D,0x0E + ACK
8.856592900000001,I2C,0x1D,0xFB + ACK
8.856619159999999,I2C,0x1D,0xFA + ACK
8.856645420000000,I2C,0x1D,0x0E + ACK
8.856671680000000,I2C,0x1D,0xFB + ACK
8.856697940000000,I2C,0x1D,0xFA + ACK
8.856724200000000,I2C,0x1D,0x0E + ACK
8.856750220000000,I2C,0x1D,0xFB + ACK
8.856776480000001,I2C,0x1D,0xFA + ACK
8.856802739999999,I2C,0x1D,0x0E + ACK
8.856828999999999,I2C,0x1D,0xFB + ACK
8.856855260000000,I2C,0x1D,0xFA + ACK
8.856881520000000,I2C,0x1D,0x0E + ACK
8.856907780000000,I2C,0x1D,0xFB + ACK
8.857015540000001,I2C,0x1D,0xFA + ACK
8.857041799999999,I2C,0x1D,0x0E + ACK
8.857067819999999,I2C,0x1D,0xFB + ACK
8.857094080000000,I2C,0x1D,0xFA + ACK
8.857120340000000,I2C,0x1D,0x0E + ACK
8.857288340000000,I2C,0x1D,0xFB + ACK
8.857314600000000,I2C,0x1D,0xF9 + ACK
8.857340860000001,I2C,0x1D,0x0E + ACK
8.857367119999999,I2C,0x1D,0xFB + ACK
8.857393139999999,I2C,0x1D,0xFA + ACK
8.857419399999999,I2C,0x1D,0x0E + ACK
8.857445660000000,I2C,0x1D,0xFB + ACK
8.857471920000000,I2C,0x1D,0xFA + ACK
8.857498180000000,I2C,0x1D,0x0E + ACK
8.857524440000001,I2C,0x1D,0xFB + ACK
8.857550700000001,I2C,0x1D,0xFA + ACK
8.857576959999999,I2C,0x1D,0x0E + ACK
8.857602979999999,I2C,0x1D,0xFB + ACK
8.857629240000000,I2C,0x1D,0xFA + ACK
8.857655500000000,I2C,0x1D,0x0E + ACK
8.857681760000000,I2C,0x1D,0xFB + ACK
8.857708020000000,I2C,0x1D,0xFA + ACK
8.857734280000001,I2C,0x1D,0x0E + ACK
8.857760539999999,I2C,0x1D,0xFB + ACK
8.857786559999999,I2C,0x1D,0xFA + ACK
8.857812819999999,I2C,0x1D,0x0E + ACK
8.857839080000000,I2C,0x1D,0xFB + ACK
8.857865340000000,I2C,0x1D,0xFA + ACK
8.857891600000000,I2C,0x1D,0x0E + ACK
8.857917860000001,I2C,0x1D,0xFB + ACK
8.858015119999999,I2C,0x1D,0xFA + ACK
8.858041380000000,I2C,0x1D,0x0E + ACK
8.858067640000000,I2C,0x1D,0xFB + ACK
8.858093900000000,I2C,0x1D,0xFA + ACK
8.858120160000000,I2C,0x1D,0x0E + ACK
8.858288659999999,I2C,0x1D,0xFB + ACK
8.858314920000000,I2C,0x1D,0xFA + ACK
8.858341180000000,I2C,0x1D,0x0E + ACK
8.858367440000000,I2C,0x1D,0xFB + ACK
8.858393700000001,I2C,0x1D,0xFA + ACK
8.858419720000001,I2C,0x1D,0x0E + ACK
8.858445980000001,I2C,0x1D,0xFB + ACK
8.858472239999999,I2C,0x1D,0xFA + ACK
8.858498500000000,I2C,0x1D,0x0E + ACK
8.858524760000000,I2C,0x1D,0xFB + ACK
8.858551020000000,I2C,0x1D,0xFA + ACK
8.858577280000000,I2C,0x1D,0x0E + ACK
8.858603560000001,I2C,0x1D,0xFB + ACK
8.858629560000001,I2C,0x1D,0xFA + ACK
8.858655819999999,I2C,0x1D,0x0E + ACK
8.858682079999999,I2C,0x1D,0xFB + ACK
8.858708340000000,I2C,0x1D,0xFA + ACK
8.858734600000000,I2C,0x1D,0x0E + ACK
8.858760860000000,I2C,0x1D,0xFB + ACK
8.858786880000000,I2C,0x1D,0xFA + ACK
8.858813140000001,I2C,0x1D,0x0E + ACK
8.858839400000001,I2C,0x1D,0xFB + ACK
8.858865659999999,I2C,0x1D,0xF9 + ACK
8.858891920000000,I2C,0x1D,0x0E + ACK
8.858918180000000,I2C,0x1D,0xFB + ACK
8.859015440000000,I2C,0x1D,0xFA + ACK
8.859041700000001,I2C,0x1D,0x0E + ACK
8.859067960000001,I2C,0x1D,0xFB + ACK
8.859094219999999,I2C,0x1D,0xFA + ACK
8.859120480000000,I2C,0x1D,0x0E + ACK
8.859288500000000,I2C,0x1D,0xFB + ACK
8.859314760000000,I2C,0x1D,0xFA + ACK
8.859340760000000,I2C,0x1D,0x0E + ACK
8.859367020000001,I2C,0x1D,0xFB + ACK
8.859393280000001,I2C,0x1D,0xFA + ACK
8.859419539999999,I2C,0x1D,0x0E + ACK
8.859445800000000,I2C,0x1D,0xFB + ACK
8.859472080000000,I2C,0x1D,0xFA + ACK
8.859498340000000,I2C,0x1D,0x0E + NAK
8.859626199999999,I2C,0x18,Setup Write to [0x18] + ACK
8.859649720000000,I2C,0x18,0x2E + ACK
8.859682579999999,I2C,0x18,Setup Read to [0x18] + ACK
8.859706100000000,I2C,0x18,0x10 + NAK
9.858909380000000,I2C,0x1D,Setup Write to [0x1D] + ACK
9.858932899999999,I2C,0x1D,0x00 + ACK
9.858966020000000,I2C,0x1D,Setup Read to [0x1D] + ACK
9.858989540000000,I2C,0x1D,0x20 + NAK
9.859031399999999,I2C,0x1D,Setup Write to [0x1D] + ACK
9.859054920000000,I2C,0x1D,0x81 + ACK
9.859087779999999,I2C,0x1D,Setup Read to [0x1D] + ACK
9.859111300000000,I2C,0x1D,0xFB + ACK
9.859140300000000,I2C,0x1D,0xFA + ACK
9.859166580000000,I2C,0x1D,0x0E + ACK
9.859192840000000,I2C,0x1D,0xFB + ACK
9.859219100000001,I2C,0x1D,0xFA + ACK
9.859245359999999,I2C,0x1D,0x0E + ACK
9.859271619999999,I2C,0x1D,0xFB + ACK
9.859297880000000,I2C,0x1D,0xFA + ACK
9.859323880000000,I2C,0x1D,0x0E + ACK
9.859350160000000,I2C,0x1D,0xFB + ACK
9.859376420000000,I2C,0x1D,0xFA + ACK
9.859402680000001,I2C,0x1D,0x0E + ACK
9.859428940000001,I2C,0x1D,0xFB + ACK
9.859455199999999,I2C,0x1D,0xFA + ACK
9.859481460000000,I2C,0x1D,0x0E + ACK
9.859507460000000,I2C,0x1D,0xFB + ACK
9.859533720000000,I2C,0x1D,0xFA + ACK
9.859560000000000,I2C,0x1D,0x0E + ACK
9.859586260000000,I2C,0x1D,0xFB + ACK
9.859612520000001,I2C,0x1D,0xFA + ACK
9.859638779999999,I2C,0x1D,0x0E + ACK
9.859665039999999,I2C,0x1D,0xFB + ACK
9.859691300000000,I2C,0x1D,0xFA + ACK
9.859717300000000,I2C,0x1D,0x0E + ACK
9.859743560000000,I2C,0x1D,0xFB + ACK
9.859769840000000,I2C,0x1D,0xFA + ACK
9.859796100000001,I2C,0x1D,0x0E + ACK
9.859822360000001,I2C,0x1D,0xFB + ACK
9.859848619999999,I2C,0x1D,0xFA + ACK
9.859874639999999,I2C,0x1D,0x0E + ACK
9.859901400000000,I2C,0x1D,0xFB + ACK
9.859927400000000,I2C,0x1D,0xF9 + ACK
9.859953680000000,I2C,0x1D,0x0E + ACK
9.859979940000001,I2C,0x1D,0xFB + ACK
9.860006200000001,I2C,0x1D,0xFA + ACK
9.860032459999999,I2C,0x1D,0x0E + ACK
9.860058720000000,I2C,0x1D,0xFB + ACK
9.860084980000000,I2C,0x1D,0xFA + ACK
9.860111240000000,I2C,0x1D,0x0E + ACK
9.860137260000000,I2C,0x1D,0xFB + ACK
9.860163520000000,I2C,0x1D,0xFA + ACK
9.860189780000001,I2C,0x1D,0x0E + ACK
9.860216039999999,I2C,0x1D,0xFB + ACK
9.860242299999999,I2C,0x1D,0xFA + ACK
9.860268560000000,I2C,0x1D,0x0E + ACK
9.860294820000000,I2C,0x1D,0xFB + ACK
9.860320820000000,I2C,0x1D,0xFA + ACK
9.860347100000000,I2C,0x1D,0x0E + ACK
9.860373360000001,I2C,0x1D,0xFB + ACK
9.860399620000001,I2C,0x1D,0xFA + ACK
9.860425879999999,I2C,0x1D,0x0E + ACK
9.860452140000000,I2C,0x1D,0xFB + ACK
9.860478400000000,I2C,0x1D,0xFA + ACK
9.860504660000000,I2C,0x1D,0x0E + ACK
9.860530660000000,I2C,0x1D,0xFB + ACK
9.860556920000001,I2C,0x1D,0xFA + ACK
9.860583200000001,I2C,0x1D,0x0E + ACK
9.860609459999999,I2C,0x1D,0xFB + ACK
9.860635719999999,I2C,0x1D,0xFA + ACK
9.860661980000000,I2C,0x1D,0x0E + ACK
9.860687980000000,I2C,0x1D,0xFB + ACK
9.860714240000000,I2C,0x1D,0xFA + ACK
9.860740500000000,I2C,0x1D,0x0E + ACK
9.860766760000001,I2C,0x1D,0xFB + ACK
9.860793040000001,I2C,0x1D,0xFA + ACK
9.860819299999999,I2C,0x1D,0x0E + ACK
9.860845560000000,I2C,0x1D,0xFB + ACK
9.860871820000000,I2C,0x1D,0xFA + ACK
9.860899320000000,I2C,0x1D,0x0E + ACK
9.860925580000000,I2C,0x1D,0xFB + ACK
9.860951840000000,I2C,0x1D,0xFA + ACK
9.860978120000000,I2C,0x1D,0x0E + ACK
9.861004380000001,I2C,0x1D,0xFB + ACK
9.861030639999999,I2C,0x1D,0xFA + ACK
9.861056639999999,I2C,0x1D,0x0E + ACK
9.861082900000000,I2C,0x1D,0xFB + ACK
9.861109160000000,I2C,0x1D,0xFA + ACK
9.861135420000000,I2C,0x1D,0x0E + ACK
9.861161680000000,I2C,0x1D,0xFB + ACK
9.861187940000001,I2C,0x1D,0xFA + ACK
9.861214220000001,I2C,0x1D,0x0E + ACK
9.861240219999999,I2C,0x1D,0xFB + ACK
9.861266479999999,I2C,0x1D,0xFA + ACK
9.861292760000000,I2C,0x1D,0x0E + ACK
9.861319000000000,I2C,0x1D,0xFB + ACK
9.861345260000000,I2C,0x1D,0xF9 + ACK
9.861371520000001,I2C,0x1D,0x0E + ACK
9.861397780000001,I2C,0x1D,0xFB + ACK
9.861424059999999,I2C,0x1D,0xFA + ACK
9.861450059999999,I2C,0x1D,0x0E + ACK
9.861476320000000,I2C,0x1D,0xFB + ACK
9.861502580000000,I2C,0x1D,0xFA + ACK
9.861528840000000,I2C,0x1D,0x0E + ACK
9.861555100000000,I2C,0x1D,0xFB + ACK
9.861581360000001,I2C,0x1D,0xFA + ACK
9.861607640000001,I2C,0x1D,0x0E + NAK
9.861735500000000,I2C,0x18,Setup Write to [0x18] + ACK
9.861759019999999,I2C,0x18,0x2E + ACK
9.861791880000000,I2C,0x18,Setup Read to [0x18] + ACK
9.861815399999999,I2C,0x18,0x10 + NAK
